,Symbol,Security,GICS Sector,text
353,OKE,Oneok,Energy,"ONEOK, Inc. (pronounced ""One-Oak"") is a diversified Fortune 500 corporation based in Tulsa, Oklahoma. ONEOK was founded in 1906 as Oklahoma Natural Gas Company, but It changed its corporate name to ONEOK in December 1980. It also owns major natural gas liquids (NGL) systems due to the 2005 acquisition of Koch Industries natural gas businesses. On December 22, 2005, The ONEOK Foundation said it would donate $1 million this winter to assist residents in Oklahoma, Kansas and Texas with their energy bills. In 2007, Fortune magazine named ONEOK the most admired company in the energy industry."
354,ORCL,Oracle Corp.,Information Technology,"Oracle Corporation is an American multinational computer technology corporation headquartered in Redwood Shores, California. The company sells database software and technology, cloud engineered systems, and enterprise software products—particularly its own brands of database management systems. In 2019, Oracle was the second-largest software company by revenue and market capitalization."
355,OTIS,Otis Worldwide,Industrials,"Time Cube was a personal web page, founded in 1997 by the self-proclaimed ""wisest man on earth,"" Otis Eugene ""Gene"" Ray. It was a self-published outlet for Ray's theory of everything, called ""Time Cube,"" which polemically claims that all modern sciences are participating in a worldwide conspiracy to teach lies, by omitting his theory's alleged truth that each day actually consists of four days occurring simultaneously. Alongside these statements, Ray described himself as a ""godlike being with superior intelligence who has absolute evidence and proof"" for his views. Ray asserted repeatedly and variously that ""academia"" had not taken Time Cube seriously."
356,PCAR,Paccar,Industrials,"PACCAR Inc is an American Fortune 500 company and counts among the largest manufacturers of medium- and heavy-duty commercial vehicles in the world. PACCAR is engaged in the design, manufacture and customer support of light-, medium- and heavy-duty trucks under the Kenworth, Peterbilt, Leyland Trucks and DAF nameplates. PACCAR also designs and manufactures diesel engines, provides financial services and information technology, and distributes truck parts related to its principal business."
357,PKG,Packaging Corporation of America,Materials,"Packaging Corporation of America (NYSE: PKG) is an American manufacturing company based in Lake Forest, Illinois. The company has about 14,600 employees, with operations primarily in the United States. The CEO is Mark W. Kowlzan."
358,PH,Parker-Hannifin,Industrials,"Parker-Hannifin Corporation, originally Parker Appliance Company, usually referred to as just Parker, is an American corporation specializing in motion and control technologies. Its corporate headquarters are in Mayfield Heights, Ohio, in Greater Cleveland (with a Cleveland mailing address). The company was founded in 1917 and has been publicly traded on the NYSE since December 9, 1964. The firm is one of the largest companies in the world in motion control technologies, including aerospace, climate control, electromechanical, filtration, fluid and gas handling, hydraulics, pneumatics, process control, and sealing and shielding. Parker employs about 58,000 people globally."
359,PAYX,Paychex Inc.,Information Technology,"Paychex, Inc. is an American provider of human resource, payroll, and benefits outsourcing services for small- to medium-sized businesses. With headquarters in Rochester, New York, the company has more than 100 offices serving approximately 670,000 payroll clients in the U.S. and Europe.In 2019, Paychex ranked in position 700 on the Fortune 500 list of largest corporations by revenue, and the company’s revenue for fiscal year 2020 is projected to exceed $4.1 billion."
360,PAYC,Paycom,Information Technology,"Paycom Software, Inc., known simply as Paycom, is an American online payroll and human resource technology provider based in Oklahoma City, Oklahoma. It is attributed with being one of the first fully online payroll providers and has offices throughout the U.S. It has also been recognized by Fortune magazine as one of the fastest-growing publicly traded companies in the world and Forbes' magazine ranked it one of the top five fastest-growing publicly traded technology companies in its Fast Tech rankings. Founded in 1998, it reported annual revenue of $737.7 million for 2019, up from $566.3 million in 2018."
361,PYPL,PayPal,Information Technology,"PayPal Holdings, Inc. is an American company operating a worldwide online payments system that supports online money transfers and serves as an electronic alternative to traditional paper methods like checks and money orders. The company operates as a payment processor for online vendors, auction sites, and many other commercial users, for which it charges a fee in exchange for benefits such as one-click transactions and password memory."
362,PNR,Pentair plc,Industrials,"Pentair plc (PNR) is a water treatment company incorporated in Ireland with tax residency in UK, with its main U.S. office located in Minneapolis, Minnesota. Pentair was founded in the US, with 65% of company's revenue coming from the US and Canada as of 2017. PNR was reorganized in 2014, shifting the corporate domicile from Switzerland to Ireland."
363,PBCT,People's United Financial,Financials,"People's United Financial, Inc. is a bank holding company that owns People's United Bank. The bank operates 403 branches in Connecticut, southeastern New York State, Massachusetts, Vermont, Maine, and New Hampshire. It is the second largest full-service bank in New England, one of the largest in the Northeast, and the 46th largest in the United States."
364,PEP,PepsiCo Inc.,Consumer Staples,"PepsiCo, Inc. is an American multinational food, snack, and beverage corporation headquartered in Harrison, New York, in the hamlet of Purchase. PepsiCo has interests in the manufacturing, marketing, and distribution of grain-based snack foods, beverages, and other products. PepsiCo was formed in 1965 with the merger of the Pepsi-Cola Company and Frito-Lay, Inc. PepsiCo has since expanded from its namesake product Pepsi to a broader range of food and beverage brands, the largest of which included an acquisition of Tropicana Products in 1998 and the Quaker Oats Company in 2001, which added the Gatorade brand to its portfolio."
